id,company,x,y
265,Embracer Group,526.895,563.116
266,Embracer Group,368.835,435.504
267,Embracer Group,485.807,620.279
268,Embracer Group,501.083,680.330
269,Embracer Group,589.627,482.408
270,Embracer Group,411.417,524.682
271,Embracer Group,490.106,588.713
272,Embracer Group,591.180,490.025
273,Embracer Group,344.911,535.295
274,Embracer Group,605.907,482.041
275,Embracer Group,408.370,478.087
276,Embracer Group,345.000,459.674
277,Embracer Group,509.459,681.886
278,Embracer Group,372.708,440.576
279,Embracer Group,435.221,484.301
280,Embracer Group,513.697,672.178
281,Embracer Group,365.433,577.082
282,Embracer Group,479.944,594.302
283,Embracer Group,541.871,568.851
284,Embracer Group,432.295,414.337
285,Embracer Group,441.831,515.496
286,Embracer Group,348.093,561.731
287,Embracer Group,430.070,639.920
288,Embracer Group,363.368,432.481
289,Embracer Group,574.976,639.705
290,Embracer Group,520.588,626.946
291,Embracer Group,496.345,577.864
292,Embracer Group,500.242,464.064
293,Embracer Group,402.446,416.489
294,Embracer Group,579.666,566.473
295,Embracer Group,388.928,491.968
296,Embracer Group,398.931,610.050
297,Embracer Group,388.601,608.404
298,Embracer Group,346.802,554.884
299,Embracer Group,448.110,559.543
300,Embracer Group,524.809,592.233
301,Embracer Group,555.083,601.335
302,Embracer Group,517.298,595.017
303,Embracer Group,417.734,409.206
304,Embracer Group,555.038,608.085
305,Embracer Group,421.437,671.499
306,Embracer Group,480.540,477.448
307,Embracer Group,407.127,490.191
308,Embracer Group,429.521,515.501
309,Embracer Group,333.036,472.567
310,Embracer Group,336.309,526.555
311,Embracer Group,520.519,543.236
312,Embracer Group,457.059,571.509
313,Embracer Group,594.314,517.383
314,Embracer Group,403.861,541.994
315,Embracer Group,533.677,677.118
316,Embracer Group,553.302,517.401
317,Embracer Group,520.944,594.516
318,Embracer Group,447.859,582.032
319,Embracer Group,478.696,397.844
320,Embracer Group,359.690,593.763
321,Embracer Group,416.769,503.855
322,Embracer Group,349.657,490.453
323,Embracer Group,357.602,501.453
324,Embracer Group,577.025,627.185
325,Embracer Group,350.957,540.538
326,Embracer Group,546.863,412.398
327,Embracer Group,330.912,600.468
328,Embracer Group,507.287,534.363
329,Embracer Group,567.656,443.504
330,Embracer Group,485.547,492.452
331,Embracer Group,421.994,674.261
332,Embracer Group,357.941,495.541
333,Embracer Group,426.765,628.565
334,Embracer Group,544.406,512.238
335,Embracer Group,350.301,584.463
336,Embracer Group,568.473,433.135
337,Embracer Group,494.312,532.686
338,Embracer Group,580.002,457.130
339,Embracer Group,475.062,634.315
340,Embracer Group,546.180,485.983
341,Embracer Group,494.302,516.629
342,Embracer Group,445.980,480.671
343,Embracer Group,429.332,682.741
344,Embracer Group,462.611,657.234
345,Embracer Group,470.519,551.672
346,Embracer Group,537.978,569.552
347,Embracer Group,477.175,635.768
348,Embracer Group,562.410,417.345
349,Embracer Group,474.515,578.579
350,Embracer Group,534.066,655.481
351,Embracer Group,358.121,513.905
352,Embracer Group,612.005,493.579
353,Embracer Group,431.972,395.558
354,Embracer Group,594.900,605.406
355,Embracer Group,533.227,621.869
356,Embracer Group,376.314,495.485
357,Embracer Group,519.373,649.982
358,Embracer Group,596.113,468.557
359,Embracer Group,510.411,620.819
360,Embracer Group,469.776,396.686
361,Embracer Group,422.258,567.879
362,Embracer Group,534.222,439.097
363,Embracer Group,365.302,611.624
364,Embracer Group,471.764,498.148
365,Embracer Group,360.074,616.322
366,Embracer Group,477.885,466.940
367,Embracer Group,532.895,661.638
368,Embracer Group,542.945,438.537
369,Embracer Group,374.772,659.519
370,Embracer Group,409.985,592.665
371,Embracer Group,525.307,469.748
372,Embracer Group,571.705,606.457
373,Embracer Group,580.019,646.300
374,Embracer Group,585.098,456.733
375,Embracer Group,546.666,408.906
376,Embracer Group,475.571,407.064
377,Embracer Group,565.389,573.428
378,Embracer Group,416.532,673.004
379,Embracer Group,484.272,453.455
380,Embracer Group,474.555,389.115
381,Embracer Group,494.405,605.247
382,Embracer Group,575.940,624.883
383,Embracer Group,494.196,507.796
384,Embracer Group,347.587,552.154
385,Embracer Group,481.306,481.524
386,Embracer Group,542.136,546.311
387,Embracer Group,527.285,629.686
388,Embracer Group,593.230,611.520
389,Embracer Group,520.210,397.258
390,Embracer Group,429.268,431.173
391,Embracer Group,388.650,527.528
392,Embracer Group,608.694,595.882
393,Embracer Group,501.287,658.565
394,Embracer Group,498.427,575.971
395,Embracer Group,573.782,642.524
396,Embracer Group,591.956,487.098
397,Embracer Group,571.955,441.006
398,Embracer Group,521.733,527.657
399,Embracer Group,582.784,560.914
400,Embracer Group,500.457,389.577
401,Embracer Group,471.876,648.473
402,Embracer Group,441.921,400.424
403,Embracer Group,584.750,481.127
404,Embracer Group,459.436,436.957
405,Embracer Group,458.315,604.748
406,Embracer Group,465.410,626.747
407,Embracer Group,506.045,571.620
408,Embracer Group,327.470,487.528
409,Embracer Group,370.220,524.431
410,Embracer Group,437.789,573.068
411,Embracer Group,588.756,630.021
412,Embracer Group,518.639,640.875
413,Embracer Group,391.081,496.688
414,Embracer Group,534.209,672.168
415,Embracer Group,351.872,569.631
416,Embracer Group,336.461,498.990
417,Embracer Group,586.939,543.605
418,Embracer Group,512.006,563.764
419,Embracer Group,547.400,434.465
420,Embracer Group,545.490,419.626
421,Embracer Group,384.167,618.885
422,Embracer Group,329.370,568.058
423,Embracer Group,493.254,492.655
424,Embracer Group,474.520,681.434
425,Embracer Group,569.898,634.871
426,Embracer Group,322.134,541.040
427,Embracer Group,334.718,547.743
428,Embracer Group,535.360,609.954
429,Embracer Group,456.493,476.329
430,Embracer Group,583.186,636.100
431,Embracer Group,371.066,478.800
432,Embracer Group,545.169,415.778
433,Embracer Group,365.830,583.532
434,Embracer Group,444.072,392.469
435,Embracer Group,432.635,492.418
436,Embracer Group,397.121,443.955
437,Embracer Group,380.026,579.802
438,Embracer Group,436.188,523.874
439,Embracer Group,435.964,414.754
440,Embracer Group,476.834,629.163
441,Embracer Group,495.107,556.930
442,Embracer Group,390.832,665.619
443,Embracer Group,372.947,507.688
444,Embracer Group,368.295,646.963
445,Embracer Group,386.017,607.276
446,Embracer Group,420.626,491.666
447,Embracer Group,552.494,437.498
448,Embracer Group,571.364,572.627
449,Embracer Group,356.098,548.137
450,Embracer Group,551.114,668.731
451,Embracer Group,502.922,509.568
452,Embracer Group,468.665,498.471
453,Embracer Group,535.482,515.889
454,Embracer Group,572.697,523.621
455,Embracer Group,559.720,483.037
456,Embracer Group,397.952,439.479
457,Embracer Group,364.261,633.175
458,Embracer Group,400.046,624.270
459,Embracer Group,353.325,536.608
460,Embracer Group,401.858,484.793
461,Embracer Group,354.802,501.902
462,Embracer Group,352.005,514.273
463,Embracer Group,515.792,428.566
464,Embracer Group,405.543,403.799
465,Embracer Group,490.075,444.454
466,Embracer Group,424.518,589.158
467,Embracer Group,340.067,508.056
468,Embracer Group,421.262,531.912
469,Embracer Group,383.716,431.514
470,Embracer Group,415.696,614.759
471,Embracer Group,551.201,637.755
472,Embracer Group,591.837,630.784
473,Embracer Group,424.969,412.993
474,Embracer Group,544.365,544.716
475,Embracer Group,620.247,539.419
476,Embracer Group,606.185,498.220
477,Embracer Group,427.579,552.379
478,Embracer Group,403.333,619.774
479,Embracer Group,440.291,609.033
480,Embracer Group,560.656,657.835
481,Embracer Group,484.256,584.194
482,Embracer Group,515.853,546.439
483,Embracer Group,451.834,531.547
484,Embracer Group,461.747,548.068
485,Embracer Group,453.978,587.643
486,Embracer Group,512.211,571.111
487,Embracer Group,479.292,684.047
488,Embracer Group,395.189,502.400
489,Embracer Group,545.381,451.391
490,Embracer Group,478.437,491.291
491,Embracer Group,520.132,551.807
492,Embracer Group,520.849,497.466
493,Embracer Group,618.809,517.388
494,Embracer Group,393.952,496.600
495,Embracer Group,452.577,506.045
496,Embracer Group,614.096,518.286
497,Embracer Group,487.863,413.313
498,Embracer Group,494.930,440.537
499,Embracer Group,462.849,592.271
500,Embracer Group,434.374,552.288
501,Embracer Group,432.485,668.611
502,Embracer Group,568.493,503.911
503,Embracer Group,362.375,470.486
504,Embracer Group,466.799,687.681
505,Embracer Group,606.674,495.376
506,Embracer Group,407.908,588.819
507,Embracer Group,442.959,628.681
508,Embracer Group,402.716,666.216
509,Embracer Group,356.392,568.466
510,Embracer Group,540.092,657.912
511,Embracer Group,494.597,561.351
512,Embracer Group,619.261,525.562
513,Embracer Group,526.861,422.066
514,Embracer Group,448.591,521.068
515,Embracer Group,395.354,538.616
516,Embracer Group,465.465,662.093
517,Embracer Group,408.122,519.566
518,Embracer Group,511.368,477.184
519,Embracer Group,338.185,467.402
520,Embracer Group,499.799,633.580
521,Embracer Group,561.257,648.572
522,Embracer Group,492.585,599.940
523,Embracer Group,485.073,482.467
524,Embracer Group,538.537,441.114
525,Embracer Group,608.703,545.936
526,Embracer Group,544.087,478.937
527,Embracer Group,591.581,627.613
528,Embracer Group,481.715,515.016
529,Embracer Group,340.241,489.778
530,Embracer Group,380.535,625.608
531,Embracer Group,358.319,558.083
532,Embracer Group,353.568,541.713
533,Embracer Group,426.446,416.120
534,Embracer Group,423.475,599.940
535,Embracer Group,363.419,539.048
536,Embracer Group,446.996,626.585
537,Embracer Group,447.599,415.651
538,Embracer Group,415.667,523.207
539,Embracer Group,536.666,469.594
540,Embracer Group,558.819,528.845
541,Embracer Group,494.978,437.318
542,Embracer Group,409.837,468.582
543,Embracer Group,571.068,620.972
544,Embracer Group,535.948,594.219
545,Embracer Group,486.588,643.067
546,Embracer Group,422.367,681.901
547,Embracer Group,444.736,447.335
548,Embracer Group,389.765,572.849
549,Embracer Group,374.806,657.011
550,Embracer Group,404.644,598.242
551,Embracer Group,406.190,471.780
552,Embracer Group,423.645,404.789
553,Embracer Group,470.181,484.998
554,Embracer Group,345.674,498.308
555,Embracer Group,516.230,627.109
556,Embracer Group,585.004,620.379
557,Embracer Group,594.049,475.942
558,Embracer Group,471.068,417.847
559,Embracer Group,488.854,545.706
560,Embracer Group,376.601,648.107
561,Embracer Group,514.003,525.860
562,Embracer Group,485.399,617.377
563,Embracer Group,475.268,533.496
564,Embracer Group,339.000,540.877
