id,company,x,y
527,Take-Two Interactive,479.416,360.426
528,Take-Two Interactive,450.848,330.265
529,Take-Two Interactive,420.483,332.485
530,Take-Two Interactive,416.060,370.365
531,Take-Two Interactive,400.912,346.203
532,Take-Two Interactive,400.116,343.331
533,Take-Two Interactive,432.714,313.398
534,Take-Two Interactive,425.434,364.629
535,Take-Two Interactive,413.201,340.346
536,Take-Two Interactive,439.689,355.336
537,Take-Two Interactive,435.919,298.759
538,Take-Two Interactive,404.682,328.722
539,Take-Two Interactive,471.569,312.721
540,Take-Two Interactive,459.832,339.140
541,Take-Two Interactive,443.833,332.190
542,Take-Two Interactive,426.508,321.140
543,Take-Two Interactive,477.079,362.278
544,Take-Two Interactive,454.360,347.168
545,Take-Two Interactive,448.355,374.864
546,Take-Two Interactive,428.828,379.943
547,Take-Two Interactive,439.154,322.935
548,Take-Two Interactive,414.759,352.502
549,Take-Two Interactive,421.799,368.059
550,Take-Two Interactive,411.152,369.456
551,Take-Two Interactive,416.263,306.208
552,Take-Two Interactive,429.643,300.886
553,Take-Two Interactive,442.508,302.305
554,Take-Two Interactive,400.435,331.173
555,Take-Two Interactive,451.158,358.503
556,Take-Two Interactive,466.774,357.027
557,Take-Two Interactive,466.303,328.259
558,Take-Two Interactive,441.094,326.138
559,Take-Two Interactive,466.137,350.979
560,Take-Two Interactive,440.718,346.734
561,Take-Two Interactive,481.812,328.008
562,Take-Two Interactive,448.802,381.961
563,Take-Two Interactive,458.159,326.343
564,Take-Two Interactive,399.451,339.873
565,Take-Two Interactive,480.483,336.486
566,Take-Two Interactive,472.587,321.503
567,Take-Two Interactive,476.222,318.224
568,Take-Two Interactive,448.832,302.730
569,Take-Two Interactive,413.640,344.400
570,Take-Two Interactive,465.834,334.257
571,Take-Two Interactive,409.745,358.738
572,Take-Two Interactive,459.583,313.655
573,Take-Two Interactive,436.950,343.729
574,Take-Two Interactive,439.478,320.426
575,Take-Two Interactive,418.283,319.408
576,Take-Two Interactive,431.854,374.920
577,Take-Two Interactive,448.575,328.461
578,Take-Two Interactive,428.471,305.657
579,Take-Two Interactive,455.394,370.398
580,Take-Two Interactive,415.427,359.620
581,Take-Two Interactive,442.849,334.942
582,Take-Two Interactive,467.780,336.903
583,Take-Two Interactive,447.835,316.527
584,Take-Two Interactive,427.043,349.967
585,Take-Two Interactive,482.872,352.398
586,Take-Two Interactive,415.040,356.446
587,Take-Two Interactive,432.315,301.358
588,Take-Two Interactive,456.679,351.036
589,Take-Two Interactive,408.040,327.506
590,Take-Two Interactive,421.581,303.359
591,Take-Two Interactive,445.266,303.190
592,Take-Two Interactive,447.610,325.237
593,Take-Two Interactive,457.760,379.574
594,Take-Two Interactive,451.512,321.446
595,Take-Two Interactive,457.099,372.650
596,Take-Two Interactive,451.398,345.668
597,Take-Two Interactive,462.977,333.633
598,Take-Two Interactive,440.204,339.176
599,Take-Two Interactive,419.459,375.755
600,Take-Two Interactive,415.333,326.874
601,Take-Two Interactive,448.902,322.543
602,Take-Two Interactive,419.601,369.954
603,Take-Two Interactive,468.413,312.833
604,Take-Two Interactive,429.641,351.211
605,Take-Two Interactive,441.574,314.473
606,Take-Two Interactive,424.061,301.708
607,Take-Two Interactive,418.930,358.867
608,Take-Two Interactive,454.097,358.141
609,Take-Two Interactive,457.839,375.311
610,Take-Two Interactive,456.595,333.448
611,Take-Two Interactive,430.914,304.105
612,Take-Two Interactive,447.685,297.868
613,Take-Two Interactive,472.059,341.302
614,Take-Two Interactive,471.306,338.188
615,Take-Two Interactive,415.809,362.961
616,Take-Two Interactive,439.600,344.392
617,Take-Two Interactive,477.682,346.976
618,Take-Two Interactive,424.852,361.283
619,Take-Two Interactive,441.585,361.552
620,Take-Two Interactive,439.897,328.803
621,Take-Two Interactive,425.086,370.210
622,Take-Two Interactive,453.242,374.165
623,Take-Two Interactive,460.142,367.718
624,Take-Two Interactive,461.546,344.139
625,Take-Two Interactive,403.746,344.804
626,Take-Two Interactive,429.962,323.042
627,Take-Two Interactive,469.606,328.499
628,Take-Two Interactive,468.754,325.966
629,Take-Two Interactive,468.887,340.026
